order_id,product_id,quantity,amount,order_date,unit_price
655839,SKU_1047,48,227.52,2020-01-03,4.74
373538,SKU_1146,8,162.8,2020-01-03,20.35
431236,SKU_1793,23,773.49,2020-01-03,33.63
628178,SKU_1875,8,549.28,2020-01-03,68.66
665894,SKU_1805,2,66.8,2020-01-03,33.4
589492,SKU_1591,27,1348.65,2020-01-03,49.95
356840,SKU_1747,36,181.44,2020-01-03,5.04
573254,SKU_1408,35,163.1,2020-01-03,4.66
449457,SKU_1439,23,1690.04,2020-01-03,73.48
765987,SKU_1457,41,467.4,2020-01-03,11.4
370936,SKU_1228,48,1357.92,2020-01-03,28.29
339931,SKU_1283,13,19.11,2020-01-03,1.47
339629,SKU_1572,31,1715.23,2020-01-03,55.33
305041,SKU_1731,45,2465.55,2020-01-03,54.79
798361,SKU_1344,30,1355.4,2020-01-03,45.18
831912,SKU_1600,6,473.4,2020-01-03,78.9
517113,SKU_1946,20,780,2020-01-03,39
168148,SKU_1907,26,664.56,2020-01-03,25.56
877089,SKU_1263,36,1228.68,2020-01-03,34.13
748531,SKU_1739,19,1318.22,2020-01-03,69.38
351995,SKU_1377,22,2085.82,2020-01-03,94.81
778843,SKU_1102,12,849.24,2020-01-03,70.77
672843,SKU_1953,3,297.51,2020-01-03,99.17
356508,SKU_1599,5,305.25,2020-01-04,61.05
903591,SKU_1022,5,473.85,2020-01-04,94.77
996942,SKU_1292,43,645.86,2020-01-04,15.02
206530,SKU_1266,23,564.88,2020-01-04,24.56
704365,SKU_1528,14,929.74,2020-01-04,66.41
922352,SKU_1475,49,2421.09,2020-01-04,49.41
560337,SKU_1951,39,1442.61,2020-01-04,36.99
824839,SKU_1948,7,252.98,2020-01-04,36.14
905889,SKU_1450,35,1078.7,2020-01-04,30.82
559773,SKU_1897,38,3088.64,2020-01-04,81.28
308261,SKU_1284,14,505.82,2020-01-04,36.13
864469,SKU_1312,17,146.54,2020-01-04,8.62
441097,SKU_1161,7,111.72,2020-01-04,15.96
415139,SKU_1589,20,998.4,2020-01-04,49.92
271829,SKU_1121,34,463.42,2020-01-04,13.63
371836,SKU_1480,30,2502.6,2020-01-04,83.42
538974,SKU_1111,40,3662.8,2020-01-04,91.57
302283,SKU_1238,13,98.02,2020-01-04,7.54
296769,SKU_1209,6,523.62,2020-01-04,87.27
661353,SKU_1348,27,1861.65,2020-01-04,68.95
323165,SKU_1510,18,597.96,2020-01-04,33.22
723587,SKU_1001,24,623.52,2020-01-04,25.98
635822,SKU_1891,32,1316.8,2020-01-04,41.15
587879,SKU_1714,39,2354.04,2020-01-04,60.36
664685,SKU_1798,26,645.06,2020-01-05,24.81
882038,SKU_1628,34,2996.76,2020-01-05,88.14
453531,SKU_1880,21,78.75,2020-01-05,3.75
363160,SKU_1460,28,222.88,2020-01-05,7.96
679879,SKU_1811,5,241.2,2020-01-05,48.24
320884,SKU_1894,42,1467.06,2020-01-05,34.93
123247,SKU_1857,18,572.94,2020-01-05,31.83
124300,SKU_1951,8,369.52,2020-01-05,46.19
567281,SKU_1481,43,2484.11,2020-01-05,57.77
707086,SKU_1949,48,752.64,2020-01-05,15.68
633556,SKU_1948,34,2892.04,2020-01-05,85.06
448951,SKU_1625,22,770.66,2020-01-05,35.03
374329,SKU_1585,23,1143.79,2020-01-05,49.73
819064,SKU_1971,9,513.9,2020-01-05,57.1
842139,SKU_1240,27,1759.59,2020-01-05,65.17
532315,SKU_1981,14,170.24,2020-01-05,12.16
616588,SKU_1813,20,1692.2,2020-01-05,84.61
336584,SKU_1053,26,191.36,2020-01-05,7.36
662332,SKU_1670,41,929.88,2020-01-05,22.68
937646,SKU_1466,7,75.18,2020-01-05,10.74
476896,SKU_1108,24,1837.2,2020-01-05,76.55
148984,SKU_1279,9,644.67,2020-01-05,71.63
402918,SKU_1664,43,1315.37,2020-01-05,30.59
364712,SKU_1674,7,548.94,2020-01-05,78.42
220151,SKU_1056,37,3367,2020-01-06,91
555808,SKU_1839,4,77.08,2020-01-06,19.27
233767,SKU_1836,11,411.18,2020-01-06,37.38
748663,SKU_1213,4,213.56,2020-01-06,53.39
803550,SKU_1507,28,873.04,2020-01-06,31.18
236330,SKU_1027,49,3273.2,2020-01-06,66.8
580754,SKU_1203,27,2255.58,2020-01-06,83.54
401648,SKU_1544,17,1246.78,2020-01-06,73.34
788519,SKU_1308,40,3777.2,2020-01-06,94.43
113986,SKU_1633,6,236.34,2020-01-06,39.39
686146,SKU_1527,17,323.85,2020-01-06,19.05
229312,SKU_1665,43,3746.16,2020-01-06,87.12
112666,SKU_1907,12,1185.84,2020-01-06,98.82
400804,SKU_1342,40,1810.8,2020-01-06,45.27
234633,SKU_1217,1,19.89,2020-01-06,19.89
388998,SKU_1616,29,855.79,2020-01-06,29.51
950937,SKU_1588,26,1161.94,2020-01-06,44.69
728776,SKU_1086,8,119.36,2020-01-06,14.92
807611,SKU_1030,30,1191.6,2020-01-06,39.72
384806,SKU_1099,30,2098.8,2020-01-06,69.96
894824,SKU_1666,4,209.92,2020-01-06,52.48
130535,SKU_1803,24,1887.36,2020-01-06,78.64
475713,SKU_1314,26,298.74,2020-01-06,11.49
938688,SKU_1494,8,672.48,2020-01-06,84.06
451279,SKU_1617,-2,-68.12,2020-01-07,34.06
921654,SKU_1470,18,648,2020-01-07,36
701661,SKU_1741,34,2029.12,2020-01-07,59.68
747972,SKU_1514,-26,1880.58,2020-01-07,-72.33
589570,SKU_1733,40,652.4,2020-01-07,16.31
556551,SKU_1632,9,27,2020-01-07,3
373109,SKU_1671,20,568,2020-01-07,28.4
124538,SKU_1782,40,1342,2020-01-07,33.55
994498,SKU_1997,47,756.23,2020-01-07,16.09
301664,SKU_1330,46,3539.24,2020-01-07,76.94
591234,SKU_1193,2,131.84,2020-01-07,65.92
999684,SKU_1729,43,908.59,2020-01-07,21.13
239182,SKU_1190,39,638.04,2020-01-07,16.36
572525,SKU_1251,21,1032.36,2020-01-07,49.16
258338,SKU_1737,14,1199.24,2020-01-07,85.66
284064,SKU_1000,30,1146,2020-01-07,38.2
314020,SKU_1458,42,2660.28,2020-01-07,63.34
723094,SKU_1644,46,1062.6,2020-01-07,23.1
997421,SKU_1089,17,1540.37,2020-01-07,90.61
715270,SKU_1517,33,2696.76,2020-01-07,81.72
745914,SKU_1482,11,917.18,2020-01-07,83.38
219176,SKU_1755,42,86.94,2020-01-07,2.07
318126,SKU_1644,48,2372.16,2020-01-07,49.42
318969,SKU_1115,-19,68.59,2020-01-07,-3.61
222409,SKU_1072,8,679.76,2020-01-08,84.97
647707,SKU_1155,4,72.12,2020-01-08,18.03
353618,SKU_1722,39,2836.08,2020-01-08,72.72
869598,SKU_1068,42,1073.52,2020-01-08,25.56
150015,SKU_1470,11,919.93,2020-01-08,83.63
872838,SKU_1491,21,673.47,2020-01-08,32.07
222096,SKU_1299,4,20.2,2020-01-08,5.05
731347,SKU_1143,47,266.96,2020-01-08,5.68
285340,SKU_1710,-3,-257.85,2020-01-08,85.95
210687,SKU_1205,13,1164.41,2020-01-08,89.57
974371,SKU_1917,31,2320.35,2020-01-08,74.85
511357,SKU_1712,4,388.68,2020-01-08,97.17
835716,SKU_1750,16,1464,2020-01-08,91.5
205878,SKU_1406,40,2879.6,2020-01-08,71.99
827270,SKU_1938,49,109.27,2020-01-08,2.23
298286,SKU_1579,42,824.04,2020-01-08,19.62
873290,SKU_1682,22,498.3,2020-01-08,22.65
874684,SKU_1921,30,861.3,2020-01-08,28.71
264899,SKU_1296,16,445.28,2020-01-08,27.83
424767,SKU_1581,4,79.6,2020-01-08,19.9
961882,SKU_1798,25,1227.5,2020-01-08,49.1
979858,SKU_1528,39,3749.46,2020-01-08,96.14
479989,SKU_1136,42,233.52,2020-01-08,5.56
515515,SKU_1218,45,801.9,2020-01-08,17.82
143585,SKU_1822,48,1780.8,2020-01-09,37.1
471369,SKU_1517,23,1411.05,2020-01-09,61.35
164044,SKU_1709,46,658.72,2020-01-09,14.32
542296,SKU_1447,45,2538.9,2020-01-09,56.42
209556,SKU_1131,2,28.4,2020-01-09,14.2
626981,SKU_1362,32,678.08,2020-01-09,21.19
981691,SKU_1962,3,8.19,2020-01-09,2.73
867595,SKU_1343,-2,192.16,2020-01-09,-96.08
300235,SKU_1695,8,214.8,2020-01-09,26.85
125939,SKU_1017,39,2400.45,2020-01-09,61.55
252906,SKU_1415,4,102.12,2020-01-09,25.53
642335,SKU_1724,27,2503.98,2020-01-09,92.74
388249,SKU_1559,36,197.28,2020-01-09,5.48
175766,SKU_1540,48,2396.16,2020-01-09,49.92
508923,SKU_1927,48,1601.28,2020-01-09,33.36
515192,SKU_1152,9,334.89,2020-01-09,37.21
668550,SKU_1331,8,88,2020-01-09,11
487261,SKU_1749,14,557.34,2020-01-09,39.81
910208,SKU_1318,49,3607.38,2020-01-09,73.62
785440,SKU_1776,38,2610.98,2020-01-09,68.71
752664,SKU_1198,3,275.88,2020-01-09,91.96
554589,SKU_1525,45,309.6,2020-01-09,6.88
237848,SKU_1787,10,904.1,2020-01-09,90.41
717075,SKU_1979,33,1507.44,2020-01-09,45.68
227948,SKU_1009,18,767.34,2020-01-10,42.63
679304,SKU_1138,38,1657.56,2020-01-10,43.62
502690,SKU_1166,27,1884.33,2020-01-10,69.79
599046,SKU_1146,30,1360.5,2020-01-10,45.35
551269,SKU_1402,10,978,2020-01-10,97.8
121959,SKU_1756,40,2734,2020-01-10,68.35
760890,SKU_1938,40,2439.2,2020-01-10,60.98
850216,SKU_1444,14,232.26,2020-01-10,16.59
890180,SKU_1069,47,1153.85,2020-01-10,24.55
328576,SKU_1327,7,478.66,2020-01-10,68.38
637833,SKU_1832,11,423.06,2020-01-10,38.46
265838,SKU_1918,31,2384.52,2020-01-10,76.92
435674,SKU_1615,26,1129.18,2020-01-10,43.43
979989,SKU_1228,22,1920.82,2020-01-10,87.31
161087,SKU_1827,6,360.12,2020-01-10,60.02
693128,SKU_1649,20,1691.8,2020-01-10,84.59
218451,SKU_1318,43,3793.03,2020-01-10,88.21
547600,SKU_1897,15,503.85,2020-01-10,33.59
937437,SKU_1035,29,1157.39,2020-01-10,39.91
539792,SKU_1629,31,2253.08,2020-01-10,72.68
139353,SKU_1254,10,131.4,2020-01-10,13.14
293075,SKU_1312,14,213.78,2020-01-10,15.27
314283,SKU_1961,9,741.15,2020-01-10,82.35
414877,SKU_1334,24,54.48,2020-01-10,2.27
165318,SKU_1019,37,174.64,2020-01-11,4.72
865313,SKU_1297,28,1623.44,2020-01-11,57.98
582690,SKU_1020,19,1830.27,2020-01-11,96.33
516880,SKU_1477,29,2706.86,2020-01-11,93.34
691460,SKU_1767,20,893.2,2020-01-11,44.66
840976,SKU_1759,15,1201.65,2020-01-11,80.11
881239,SKU_1471,40,2798,2020-01-11,69.95
193264,SKU_1961,36,2900.16,2020-01-11,80.56
870746,SKU_1677,32,800.96,2020-01-11,25.03
913168,SKU_1469,20,666.6,2020-01-11,33.33
325281,SKU_1348,21,1636.11,2020-01-11,77.91
737147,SKU_1766,36,1010.52,2020-01-11,28.07
998613,SKU_1589,28,2128.84,2020-01-11,76.03
494070,SKU_1964,38,2869.76,2020-01-11,75.52
452228,SKU_1791,6,460.14,2020-01-11,76.69
531839,SKU_1793,5,221.05,2020-01-11,44.21
369536,SKU_1385,7,140.49,2020-01-11,20.07
417824,SKU_1941,45,471.15,2020-01-11,10.47
357426,SKU_1876,47,949.87,2020-01-11,20.21
277789,SKU_1545,24,1190.16,2020-01-11,49.59
613153,SKU_1445,35,939.4,2020-01-11,26.84
842452,SKU_1982,29,2494.29,2020-01-11,86.01
937291,SKU_1936,-16,1177.6,2020-01-11,-73.6
225657,SKU_1098,14,1040.48,2020-01-11,74.32
335167,SKU_1654,35,1060.85,2020-01-12,30.31
781669,SKU_1054,4,190.16,2020-01-12,47.54
580671,SKU_1002,18,1148.04,2020-01-12,63.78
819094,SKU_1331,48,2159.52,2020-01-12,44.99
170467,SKU_1933,22,1752.52,2020-01-12,79.66
283734,SKU_1434,40,2380,2020-01-12,59.5
722794,SKU_1912,30,1804.5,2020-01-12,60.15
209751,SKU_1485,42,281.4,2020-01-12,6.7
481050,SKU_1218,43,3424.52,2020-01-12,79.64
911774,SKU_1210,15,198.6,2020-01-12,13.24
792517,SKU_1816,43,896.55,2020-01-12,20.85
561079,SKU_1495,9,114.21,2020-01-12,12.69
468452,SKU_1660,20,1674,2020-01-12,83.7
206081,SKU_1231,4,354.2,2020-01-12,88.55
713333,SKU_1599,1,97.76,2020-01-12,97.76
658986,SKU_1919,18,313.02,2020-01-12,17.39
210078,SKU_1722,4,340.64,2020-01-12,85.16
967055,SKU_1734,28,1640.8,2020-01-12,58.6
122671,SKU_1807,7,632.31,2020-01-12,90.33
518400,SKU_1147,14,419.16,2020-01-12,29.94
455528,SKU_1206,40,1138,2020-01-12,28.45
710490,SKU_1359,38,3068.12,2020-01-12,80.74
151663,SKU_1418,17,433.84,2020-01-12,25.52
115708,SKU_1943,39,318.63,2020-01-12,8.17
978338,SKU_1738,6,267.72,2020-01-13,44.62
411955,SKU_1416,26,1582.62,2020-01-13,60.87
233883,SKU_1871,41,2908.95,2020-01-13,70.95
418394,SKU_1695,4,59.96,2020-01-13,14.99
212547,SKU_1552,-26,1350.44,2020-01-13,-51.94
659042,SKU_1181,13,442,2020-01-13,34
851102,SKU_1555,34,1544.96,2020-01-13,45.44
862002,SKU_1209,46,483.92,2020-01-13,10.52
242483,SKU_1848,18,1337.04,2020-01-13,74.28
758271,SKU_1967,24,1547.28,2020-01-13,64.47
314835,SKU_1249,30,1606.5,2020-01-13,53.55
501896,SKU_1511,10,188.7,2020-01-13,18.87
184896,SKU_1595,2,36.22,2020-01-13,18.11
577095,SKU_1138,43,899.99,2020-01-13,20.93
171295,SKU_1989,29,2290.71,2020-01-13,78.99
843974,SKU_1986,1,36.68,2020-01-13,36.68
987121,SKU_1230,17,648.04,2020-01-13,38.12
373255,SKU_1909,22,795.74,2020-01-13,36.17
399648,SKU_1937,26,354.38,2020-01-13,13.63
757162,SKU_1974,10,852.7,2020-01-13,85.27
108155,SKU_1011,8,458.64,2020-01-13,57.33
566872,SKU_1979,20,1989.8,2020-01-13,99.49
925816,SKU_1272,22,1148.84,2020-01-13,52.22
474705,SKU_1487,48,3323.04,2020-01-13,69.23
671542,SKU_1089,24,1948.32,2020-01-14,81.18
908350,SKU_1973,22,1800.92,2020-01-14,81.86
710269,SKU_1024,-11,488.4,2020-01-14,-44.4
654594,SKU_1537,49,1894.34,2020-01-14,38.66
247718,SKU_1942,28,437.64,2020-01-14,15.63
408987,SKU_1664,2,154.34,2020-01-14,77.17
745263,SKU_1984,42,2644.74,2020-01-14,62.97
458745,SKU_1571,37,661.56,2020-01-14,17.88
207512,SKU_1059,4,200.68,2020-01-14,50.17
247443,SKU_1794,37,2124.17,2020-01-14,57.41
570587,SKU_1170,21,1819.65,2020-01-14,86.65
473616,SKU_1587,26,247.52,2020-01-14,9.52
757409,SKU_1787,15,255.3,2020-01-14,17.02
786976,SKU_1446,35,1884.75,2020-01-14,53.85
465871,SKU_1719,47,259.91,2020-01-14,5.53
475037,SKU_1920,15,584.55,2020-01-14,38.97
907364,SKU_1666,22,56.32,2020-01-14,2.56
217796,SKU_1691,1,26.49,2020-01-14,26.49
391999,SKU_1593,-18,-305.64,2020-01-14,16.98
292506,SKU_1009,10,293.1,2020-01-14,29.31
798376,SKU_1242,-38,2924.1,2020-01-14,-76.95
369544,SKU_1177,48,1698.24,2020-01-14,35.38
480002,SKU_1797,1,89.37,2020-01-14,89.37
798002,SKU_1256,12,340.92,2020-01-14,28.41
639439,SKU_1309,41,562.11,2020-01-15,13.71
690978,SKU_1515,24,166.56,2020-01-15,6.94
628787,SKU_1214,26,2579.72,2020-01-15,99.22
630583,SKU_1902,43,451.93,2020-01-15,10.51
488215,SKU_1029,2,73.58,2020-01-15,36.79
421184,SKU_1345,-39,-3309.54,2020-01-15,84.86
898615,SKU_1064,19,445.55,2020-01-15,23.45
522515,SKU_1635,25,185.5,2020-01-15,7.42
768234,SKU_1796,39,2130.18,2020-01-15,54.62
478480,SKU_1152,1,4.46,2020-01-15,4.46
132711,SKU_1039,31,2239.44,2020-01-15,72.24
891971,SKU_1025,4,241.72,2020-01-15,60.43
601157,SKU_1272,3,71.82,2020-01-15,23.94
284423,SKU_1158,36,1787.04,2020-01-15,49.64
616349,SKU_1700,11,18.26,2020-01-15,1.66
803714,SKU_1775,19,1038.54,2020-01-15,54.66
757917,SKU_1580,9,699.48,2020-01-15,77.72
924792,SKU_1000,42,284.34,2020-01-15,6.77
837378,SKU_1078,41,956.12,2020-01-15,23.32
233272,SKU_1227,20,1254.8,2020-01-15,62.74
867836,SKU_1326,9,51.75,2020-01-15,5.75
802335,SKU_1557,18,1470.96,2020-01-15,81.72
907789,SKU_1619,45,1490.4,2020-01-15,33.12
743409,SKU_1500,36,788.04,2020-01-15,21.89
177505,SKU_1474,42,3583.86,2020-01-16,85.33
102869,SKU_1354,32,2104.96,2020-01-16,65.78
881474,SKU_1123,4,359.92,2020-01-16,89.98
554351,SKU_1986,30,1190.1,2020-01-16,39.67
412252,SKU_1659,11,1078,2020-01-16,98
736584,SKU_1977,42,4012.68,2020-01-16,95.54
718467,SKU_1423,19,1091.17,2020-01-16,57.43
190272,SKU_1251,18,1314.54,2020-01-16,73.03
138467,SKU_1513,45,1703.7,2020-01-16,37.86
909760,SKU_1733,5,33.75,2020-01-16,6.75
977844,SKU_1700,43,1447.81,2020-01-16,33.67
580047,SKU_1506,38,1005.48,2020-01-16,26.46
759347,SKU_1485,19,271.89,2020-01-16,14.31
158871,SKU_1477,20,980.8,2020-01-16,49.04
228391,SKU_1582,2,186.9,2020-01-16,93.45
539430,SKU_1870,19,1681.69,2020-01-16,88.51
710704,SKU_1332,37,1069.3,2020-01-16,28.9
956703,SKU_1608,43,4299.14,2020-01-16,99.98
930496,SKU_1231,11,1002.43,2020-01-16,91.13
356687,SKU_1541,13,133.77,2020-01-16,10.29
825451,SKU_1029,20,500.2,2020-01-16,25.01
207450,SKU_1726,42,1410.36,2020-01-16,33.58
271890,SKU_1172,42,971.04,2020-01-16,23.12
538741,SKU_1791,2,29.92,2020-01-16,14.96
381974,SKU_1467,9,366.84,2020-01-17,40.76
500109,SKU_1475,45,2677.5,2020-01-17,59.5
216381,SKU_1951,7,536.55,2020-01-17,76.65
573125,SKU_1722,4,359.24,2020-01-17,89.81
671621,SKU_1316,48,1827.36,2020-01-17,38.07
234508,SKU_1396,2,127.18,2020-01-17,63.59
829650,SKU_1124,23,1106.53,2020-01-17,48.11
962645,SKU_1079,1,70.03,2020-01-17,70.03
499111,SKU_1695,49,3599.54,2020-01-17,73.46
250810,SKU_1526,5,13.9,2020-01-17,2.78
392890,SKU_1522,32,2228.8,2020-01-17,69.65
673665,SKU_1395,19,112.48,2020-01-17,5.92
940477,SKU_1853,31,726.33,2020-01-17,23.43
460032,SKU_1088,4,119.08,2020-01-17,29.77
469599,SKU_1002,7,424.9,2020-01-17,60.7
760960,SKU_1535,-15,-409.5,2020-01-17,27.3
850020,SKU_1600,33,1594.23,2020-01-17,48.31
979611,SKU_1520,6,361.5,2020-01-17,60.25
271836,SKU_1987,34,3279.98,2020-01-17,96.47
829903,SKU_1557,15,975,2020-01-17,65
145714,SKU_1605,28,2009.84,2020-01-17,71.78
727234,SKU_1070,16,563.68,2020-01-17,35.23
996048,SKU_1699,21,920.64,2020-01-17,43.84
730271,SKU_1138,22,316.8,2020-01-17,14.4
566960,SKU_1009,33,1147.74,2020-01-18,34.78
811851,SKU_1514,35,300.3,2020-01-18,8.58
224123,SKU_1530,25,944.75,2020-01-18,37.79
405628,SKU_1129,40,2952,2020-01-18,73.8
182989,SKU_1400,26,1824.16,2020-01-18,70.16
398356,SKU_1220,19,1089.27,2020-01-18,57.33
929957,SKU_1641,20,969,2020-01-18,48.45
278274,SKU_1436,30,2478.6,2020-01-18,82.62
787995,SKU_1399,-32,3155.52,2020-01-18,-98.61
425352,SKU_1112,47,4666.63,2020-01-18,99.29
920260,SKU_1649,36,100.08,2020-01-18,2.78
511927,SKU_1451,20,235.8,2020-01-18,11.79
889852,SKU_1554,41,1503.06,2020-01-18,36.66
983184,SKU_1217,45,2870.55,2020-01-18,63.79
231373,SKU_1057,22,1392.16,2020-01-18,63.28
538452,SKU_1112,37,3209.01,2020-01-18,86.73
215294,SKU_1699,27,1459.62,2020-01-18,54.06
559451,SKU_1121,32,813.12,2020-01-18,25.41
748307,SKU_1407,46,719.9,2020-01-18,15.65
165726,SKU_1459,22,1100.44,2020-01-18,50.02
241564,SKU_1084,8,783.52,2020-01-18,97.94
477812,SKU_1617,12,720.96,2020-01-18,60.08
368246,SKU_1399,25,241.75,2020-01-18,9.67
805696,SKU_1355,18,101.16,2020-01-18,5.62
218015,SKU_1098,1,70.12,2020-01-19,70.12
840674,SKU_1520,32,2258.56,2020-01-19,70.58
354079,SKU_1517,46,2772.42,2020-01-19,60.27
650929,SKU_1107,2,142.06,2020-01-19,71.03
789944,SKU_1960,36,966.6,2020-01-19,26.85
788105,SKU_1973,46,2155.1,2020-01-19,46.85
613758,SKU_1151,22,1220.78,2020-01-19,55.49
465890,SKU_1905,16,164.16,2020-01-19,10.26
545101,SKU_1849,48,4469.28,2020-01-19,93.11
136631,SKU_1748,28,1942.08,2020-01-19,69.36
866577,SKU_1968,48,4183.2,2020-01-19,87.15
172991,SKU_1026,36,483.48,2020-01-19,13.43
104014,SKU_1118,16,747.04,2020-01-19,46.69
373237,SKU_1722,35,2924.6,2020-01-19,83.56
118070,SKU_1099,33,2369.4,2020-01-19,71.8
922209,SKU_1002,25,1455.5,2020-01-19,58.22
156958,SKU_1805,39,87.36,2020-01-19,2.24
182074,SKU_1968,12,660.96,2020-01-19,55.08
635017,SKU_1841,16,546.56,2020-01-19,34.16
855073,SKU_1328,36,182.16,2020-01-19,5.06
276089,SKU_1528,33,941.82,2020-01-19,28.54
297392,SKU_1105,48,3760.8,2020-01-19,78.35
258823,SKU_1229,-47,-4613.05,2020-01-19,98.15
730152,SKU_1303,36,1502.28,2020-01-19,41.73
493002,SKU_1176,36,379.08,2020-01-20,10.53
833429,SKU_1938,49,4493.3,2020-01-20,91.7
598863,SKU_1083,28,216.44,2020-01-20,7.73
467654,SKU_1262,34,1112.82,2020-01-20,32.73
679036,SKU_1195,16,275.52,2020-01-20,17.22
630089,SKU_1248,29,752.84,2020-01-20,25.96
250262,SKU_1381,29,1904.43,2020-01-20,65.67
542905,SKU_1457,24,127.68,2020-01-20,5.32
335362,SKU_1660,23,891.71,2020-01-20,38.77
544209,SKU_1717,-43,63.21,2020-01-20,-1.47
653880,SKU_1408,4,168.16,2020-01-20,42.04
897079,SKU_1080,23,1077.55,2020-01-20,46.85
764076,SKU_1700,22,1834.58,2020-01-20,83.39
319963,SKU_1411,-27,-1381.59,2020-01-20,51.17
580761,SKU_1205,27,449.28,2020-01-20,16.64
348710,SKU_1819,30,1816.8,2020-01-20,60.56
320984,SKU_1780,22,568.7,2020-01-20,25.85
997059,SKU_1801,6,309.3,2020-01-20,51.55
956748,SKU_1894,27,745.47,2020-01-20,27.61
882355,SKU_1872,22,560.12,2020-01-20,25.46
364512,SKU_1962,-29,2300.57,2020-01-20,-79.33
701863,SKU_1387,24,1229.76,2020-01-20,51.24
368799,SKU_1811,33,2571.36,2020-01-20,77.92
337549,SKU_1893,30,1314.6,2020-01-20,43.82
694319,SKU_1766,22,679.8,2020-01-21,30.9
584299,SKU_1398,7,376.04,2020-01-21,53.72
712210,SKU_1979,9,747.81,2020-01-21,83.09
548982,SKU_1007,32,370.56,2020-01-21,11.58
224046,SKU_1625,-41,3984.38,2020-01-21,-97.18
506619,SKU_1516,17,880.94,2020-01-21,51.82
132097,SKU_1449,22,1032.68,2020-01-21,46.94
766326,SKU_1475,26,2522.26,2020-01-21,97.01
749150,SKU_1341,32,1150.72,2020-01-21,35.96
330229,SKU_1072,29,1201.76,2020-01-21,41.44
218834,SKU_1859,37,530.58,2020-01-21,14.34
193848,SKU_1120,36,3195.72,2020-01-21,88.77
152921,SKU_1301,46,4510.3,2020-01-21,98.05
805086,SKU_1960,42,697.2,2020-01-21,16.6
750429,SKU_1883,10,949.7,2020-01-21,94.97
805660,SKU_1995,23,41.63,2020-01-21,1.81
384821,SKU_1880,5,369.75,2020-01-21,73.95
155609,SKU_1233,11,717.42,2020-01-21,65.22
327897,SKU_1065,12,85.8,2020-01-21,7.15
131024,SKU_1229,20,100.2,2020-01-21,5.01
170313,SKU_1921,10,67.1,2020-01-21,6.71
489957,SKU_1542,-11,925.43,2020-01-21,-84.13
284078,SKU_1818,12,652.68,2020-01-21,54.39
457429,SKU_1808,42,3303.72,2020-01-21,78.66
561243,SKU_1050,25,2042.75,2020-01-22,81.71
213632,SKU_1658,8,551.52,2020-01-22,68.94
351451,SKU_1606,20,1900.4,2020-01-22,95.02
103051,SKU_1328,10,43.9,2020-01-22,4.39
